run_id,text_id,model,metric_score_threshold,total_references,unmatched_references,total_predictions,unmatched_predictions
2,20,qwen3:32b,0.9,2,0,2,0
2,21,qwen3:32b,0.9,3,0,3,0
2,22,qwen3:32b,0.9,2,0,2,0
2,23,qwen3:32b,0.9,3,1,3,1
2,24,qwen3:32b,0.9,3,0,3,0
2,25,qwen3:32b,0.9,3,0,3,0
2,26,qwen3:32b,0.9,3,0,3,0
2,27,qwen3:32b,0.9,2,0,2,0
2,28,qwen3:32b,0.9,6,1,6,1
2,29,qwen3:32b,0.9,2,1,2,1
2,30,qwen3:32b,0.9,2,0,2,0
2,31,qwen3:32b,0.9,2,2,2,2
2,32,qwen3:32b,0.9,2,0,2,0
2,33,qwen3:32b,0.9,4,2,5,3
2,34,qwen3:32b,0.9,2,0,2,0
2,35,qwen3:32b,0.9,3,0,3,0
2,36,qwen3:32b,0.9,1,1,2,2
2,37,qwen3:32b,0.9,3,0,3,0
2,38,qwen3:32b,0.9,2,0,2,0
2,39,qwen3:32b,0.9,1,1,1,1
2,40,qwen3:32b,0.9,3,1,3,1
2,41,qwen3:32b,0.9,0,0,1,1
2,42,qwen3:32b,0.9,0,0,1,1
2,43,qwen3:32b,0.9,0,0,1,1
2,44,qwen3:32b,0.9,0,0,0,0
2,45,qwen3:32b,0.9,0,0,1,1
2,46,qwen3:32b,0.9,0,0,1,1
2,47,qwen3:32b,0.9,0,0,1,1
2,48,qwen3:32b,0.9,0,0,0,0
2,49,qwen3:32b,0.9,0,0,2,2
2,50,qwen3:32b,0.9,0,0,1,1
2,51,qwen3:32b,0.9,0,0,1,1
2,52,qwen3:32b,0.9,0,0,1,1
2,53,qwen3:32b,0.9,0,0,1,1
2,54,qwen3:32b,0.9,0,0,1,1
2,55,qwen3:32b,0.9,0,0,0,0
2,56,qwen3:32b,0.9,0,0,0,0
2,57,qwen3:32b,0.9,0,0,1,1
2,58,qwen3:32b,0.9,0,0,0,0
2,59,qwen3:32b,0.9,0,0,0,0
2,60,qwen3:32b,0.9,0,0,1,1
1,1,gpt-4,0.9,4,2,5,3
1,2,gpt-4,0.9,2,0,3,1
1,3,gpt-4,0.9,3,0,4,1
1,4,gpt-4,0.9,2,0,3,1
1,5,gpt-4,0.9,2,1,4,3
1,6,gpt-4,0.9,2,0,3,1
1,7,gpt-4,0.9,1,0,2,1
1,8,gpt-4,0.9,1,0,2,1
1,9,gpt-4,0.9,1,0,2,1
1,10,gpt-4,0.9,2,0,2,0
1,11,gpt-4,0.9,3,1,2,0
1,12,gpt-4,0.9,5,1,5,1
1,13,gpt-4,0.9,3,2,3,2
1,14,gpt-4,0.9,2,0,3,1
1,15,gpt-4,0.9,3,0,4,1
1,16,gpt-4,0.9,1,0,2,1
1,17,gpt-4,0.9,1,0,2,1
1,18,gpt-4,0.9,1,0,2,1
1,19,gpt-4,0.9,3,0,3,0
1,20,gpt-4,0.9,2,0,2,0
1,21,gpt-4,0.9,3,0,3,0
1,22,gpt-4,0.9,2,2,4,4
1,23,gpt-4,0.9,3,0,3,0
1,24,gpt-4,0.9,3,0,3,0
1,25,gpt-4,0.9,3,0,3,0
1,26,gpt-4,0.9,3,0,3,0
1,27,gpt-4,0.9,2,0,2,0
1,28,gpt-4,0.9,6,0,6,0
1,29,gpt-4,0.9,2,0,3,1
1,30,gpt-4,0.9,2,0,2,0
1,31,gpt-4,0.9,2,0,3,1
1,32,gpt-4,0.9,2,0,2,0
1,33,gpt-4,0.9,4,1,5,2
1,34,gpt-4,0.9,2,0,2,0
1,35,gpt-4,0.9,3,1,4,2
1,36,gpt-4,0.9,1,0,1,0
1,37,gpt-4,0.9,3,0,3,0
1,38,gpt-4,0.9,2,0,2,0
1,39,gpt-4,0.9,1,0,1,0
1,40,gpt-4,0.9,3,0,4,1
1,41,gpt-4,0.9,0,0,0,0
1,42,gpt-4,0.9,0,0,0,0
1,43,gpt-4,0.9,0,0,0,0
1,44,gpt-4,0.9,0,0,0,0
1,45,gpt-4,0.9,0,0,2,2
1,46,gpt-4,0.9,0,0,2,2
1,47,gpt-4,0.9,0,0,2,2
1,48,gpt-4,0.9,0,0,0,0
1,49,gpt-4,0.9,0,0,3,3
1,50,gpt-4,0.9,0,0,0,0
1,51,gpt-4,0.9,0,0,3,3
1,52,gpt-4,0.9,0,0,0,0
1,53,gpt-4,0.9,0,0,1,1
1,54,gpt-4,0.9,0,0,0,0
1,55,gpt-4,0.9,0,0,0,0
1,56,gpt-4,0.9,0,0,0,0
1,57,gpt-4,0.9,0,0,0,0
1,58,gpt-4,0.9,0,0,1,1
1,59,gpt-4,0.9,0,0,0,0
1,60,gpt-4,0.9,0,0,0,0
2,1,gpt-4,0.9,4,3,4,3
2,2,gpt-4,0.9,2,0,2,0
2,3,gpt-4,0.9,3,0,4,1
2,4,gpt-4,0.9,2,0,3,1
2,5,gpt-4,0.9,2,1,4,3
2,6,gpt-4,0.9,2,0,3,1
2,7,gpt-4,0.9,1,0,2,1
2,8,gpt-4,0.9,1,0,3,2
2,9,gpt-4,0.9,1,1,2,2
2,10,gpt-4,0.9,2,0,2,0
2,11,gpt-4,0.9,3,0,3,0
2,12,gpt-4,0.9,5,1,5,1
2,13,gpt-4,0.9,3,2,4,3
2,14,gpt-4,0.9,2,0,3,1
2,15,gpt-4,0.9,3,0,4,1
2,16,gpt-4,0.9,1,0,2,1
2,17,gpt-4,0.9,1,1,3,3
2,18,gpt-4,0.9,1,0,2,1
2,19,gpt-4,0.9,3,0,3,0
2,20,gpt-4,0.9,2,0,2,0
2,21,gpt-4,0.9,3,0,4,1
2,22,gpt-4,0.9,2,0,2,0
2,23,gpt-4,0.9,3,0,3,0
2,24,gpt-4,0.9,3,0,3,0
2,25,gpt-4,0.9,3,0,3,0
2,26,gpt-4,0.9,3,0,3,0
2,27,gpt-4,0.9,2,0,2,0
2,28,gpt-4,0.9,6,0,6,0
2,29,gpt-4,0.9,2,0,2,0
2,30,gpt-4,0.9,2,1,3,2
2,31,gpt-4,0.9,2,0,2,0
2,32,gpt-4,0.9,2,0,2,0
2,33,gpt-4,0.9,4,1,5,2
2,34,gpt-4,0.9,2,0,2,0
2,35,gpt-4,0.9,3,1,4,2
2,36,gpt-4,0.9,1,1,2,2
2,37,gpt-4,0.9,3,0,3,0
2,38,gpt-4,0.9,2,0,2,0
2,39,gpt-4,0.9,1,0,1,0
2,40,gpt-4,0.9,3,0,4,1
2,41,gpt-4,0.9,0,0,0,0
2,42,gpt-4,0.9,0,0,0,0
2,43,gpt-4,0.9,0,0,0,0
2,44,gpt-4,0.9,0,0,0,0
2,45,gpt-4,0.9,0,0,2,2
2,46,gpt-4,0.9,0,0,2,2
2,47,gpt-4,0.9,0,0,1,1
2,48,gpt-4,0.9,0,0,0,0
2,49,gpt-4,0.9,0,0,2,2
2,50,gpt-4,0.9,0,0,0,0
2,51,gpt-4,0.9,0,0,2,2
2,52,gpt-4,0.9,0,0,0,0
2,53,gpt-4,0.9,0,0,1,1
2,54,gpt-4,0.9,0,0,0,0
2,55,gpt-4,0.9,0,0,0,0
2,56,gpt-4,0.9,0,0,0,0
2,57,gpt-4,0.9,0,0,0,0
2,58,gpt-4,0.9,0,0,1,1
2,59,gpt-4,0.9,0,0,0,0
2,60,gpt-4,0.9,0,0,0,0
3,1,gpt-5,0.9,4,1,3,0
3,2,gpt-5,0.9,2,1,2,1
3,3,gpt-5,0.9,3,1,4,2
3,4,gpt-5,0.9,2,0,2,0
3,5,gpt-5,0.9,2,0,2,0
3,6,gpt-5,0.9,2,0,2,0
3,7,gpt-5,0.9,1,0,1,0
3,8,gpt-5,0.9,1,0,2,1
3,9,gpt-5,0.9,1,0,2,1
3,10,gpt-5,0.9,2,0,2,0
3,11,gpt-5,0.9,3,1,3,1
3,12,gpt-5,0.9,5,0,5,0
3,13,gpt-5,0.9,3,0,3,0
3,14,gpt-5,0.9,2,0,2,0
3,15,gpt-5,0.9,3,0,3,0
3,16,gpt-5,0.9,1,0,1,0
3,17,gpt-5,0.9,1,1,1,1
3,18,gpt-5,0.9,1,0,1,0
3,19,gpt-5,0.9,3,1,3,1
3,20,gpt-5,0.9,2,0,2,0
3,21,gpt-5,0.9,3,0,3,0
3,22,gpt-5,0.9,2,0,2,0
3,23,gpt-5,0.9,3,0,3,0
3,24,gpt-5,0.9,3,0,3,0
3,25,gpt-5,0.9,3,0,3,0
3,26,gpt-5,0.9,3,0,3,0
3,27,gpt-5,0.9,2,0,2,0
3,28,gpt-5,0.9,6,2,6,2
3,29,gpt-5,0.9,2,0,2,0
3,30,gpt-5,0.9,2,1,2,1
3,31,gpt-5,0.9,2,0,2,0
3,32,gpt-5,0.9,2,0,2,0
3,33,gpt-5,0.9,4,2,5,3
3,34,gpt-5,0.9,2,0,2,0
3,35,gpt-5,0.9,3,0,3,0
3,36,gpt-5,0.9,1,0,1,0
3,37,gpt-5,0.9,3,0,3,0
3,38,gpt-5,0.9,2,0,2,0
3,39,gpt-5,0.9,1,0,1,0
3,40,gpt-5,0.9,3,0,3,0
3,41,gpt-5,0.9,0,0,0,0
3,42,gpt-5,0.9,0,0,1,1
3,43,gpt-5,0.9,0,0,0,0
3,44,gpt-5,0.9,0,0,0,0
3,45,gpt-5,0.9,0,0,0,0
3,46,gpt-5,0.9,0,0,0,0
3,47,gpt-5,0.9,0,0,1,1
3,48,gpt-5,0.9,0,0,0,0
3,49,gpt-5,0.9,0,0,0,0
3,50,gpt-5,0.9,0,0,1,1
3,51,gpt-5,0.9,0,0,1,1
3,52,gpt-5,0.9,0,0,1,1
3,53,gpt-5,0.9,0,0,0,0
3,54,gpt-5,0.9,0,0,0,0
3,55,gpt-5,0.9,0,0,0,0
3,56,gpt-5,0.9,0,0,0,0
3,57,gpt-5,0.9,0,0,1,1
3,58,gpt-5,0.9,0,0,0,0
3,59,gpt-5,0.9,0,0,0,0
3,60,gpt-5,0.9,0,0,0,0
4,1,gpt-5,0.9,4,1,3,0
4,2,gpt-5,0.9,2,1,2,1
4,3,gpt-5,0.9,3,1,4,2
4,4,gpt-5,0.9,2,0,2,0
4,5,gpt-5,0.9,2,0,2,0
4,6,gpt-5,0.9,2,0,2,0
4,7,gpt-5,0.9,1,0,1,0
4,8,gpt-5,0.9,1,1,2,2
4,9,gpt-5,0.9,1,0,2,1
4,10,gpt-5,0.9,2,0,2,0
4,11,gpt-5,0.9,3,0,3,0
4,12,gpt-5,0.9,5,1,5,1
4,13,gpt-5,0.9,3,1,3,1
4,14,gpt-5,0.9,2,0,3,1
4,15,gpt-5,0.9,3,0,3,0
4,16,gpt-5,0.9,1,0,1,0
4,17,gpt-5,0.9,1,1,1,1
4,18,gpt-5,0.9,1,0,1,0
4,19,gpt-5,0.9,3,1,3,1
4,20,gpt-5,0.9,2,0,2,0
4,21,gpt-5,0.9,3,0,3,0
4,22,gpt-5,0.9,2,0,2,0
4,23,gpt-5,0.9,3,1,3,1
4,24,gpt-5,0.9,3,0,3,0
4,25,gpt-5,0.9,3,0,3,0
4,26,gpt-5,0.9,3,0,3,0
4,27,gpt-5,0.9,2,0,2,0
4,28,gpt-5,0.9,6,1,6,1
4,29,gpt-5,0.9,2,0,2,0
4,30,gpt-5,0.9,2,0,2,0
4,31,gpt-5,0.9,2,0,2,0
4,32,gpt-5,0.9,2,0,2,0
4,33,gpt-5,0.9,4,2,5,3
4,34,gpt-5,0.9,2,0,2,0
4,35,gpt-5,0.9,3,0,3,0
4,36,gpt-5,0.9,1,0,1,0
4,37,gpt-5,0.9,3,1,3,1
4,38,gpt-5,0.9,2,0,2,0
4,39,gpt-5,0.9,1,0,1,0
4,40,gpt-5,0.9,3,0,3,0
4,41,gpt-5,0.9,0,0,0,0
4,42,gpt-5,0.9,0,0,1,1
4,43,gpt-5,0.9,0,0,0,0
4,44,gpt-5,0.9,0,0,0,0
4,45,gpt-5,0.9,0,0,0,0
4,46,gpt-5,0.9,0,0,0,0
4,47,gpt-5,0.9,0,0,1,1
4,48,gpt-5,0.9,0,0,0,0
4,49,gpt-5,0.9,0,0,0,0
4,50,gpt-5,0.9,0,0,1,1
4,51,gpt-5,0.9,0,0,1,1
4,52,gpt-5,0.9,0,0,1,1
4,53,gpt-5,0.9,0,0,0,0
4,54,gpt-5,0.9,0,0,0,0
4,55,gpt-5,0.9,0,0,0,0
4,56,gpt-5,0.9,0,0,0,0
4,57,gpt-5,0.9,0,0,1,1
4,58,gpt-5,0.9,0,0,0,0
4,59,gpt-5,0.9,0,0,0,0
4,60,gpt-5,0.9,0,0,0,0
